pair_id,ref_path,wide_path,gt_x,gt_y,style,regime,pitch_nm,rotation_deg,landmark,landmark_size_nm,landmark_wide_px,difficulty,size_over_res,coarse_period_nm,n_instances,ler_3sigma_nm,ler_xi_nm,wide_res_nm,placement,ref_blur_nm,wide_blur_nm,ref_dose,wide_dose,wide_charging,ref_drift_nm,wide_drift_nm,ref_vib_nm,wide_vib_nm,render_mode,seed
03010028,images/03010028_ref.png,images/03010028_wide.png,662.5242,660.2768,finfet,coarse,46.516,3.2737,plus,253.29,25.33,normal,16.762,0.0,1,3.26,12.64,15.11,uniform,1.04,4.811,33.65411931500493,4.53085884717065,1.801,0.03,0.83,0.21,6.42,physical,3010028
03010029,images/03010029_ref.png,images/03010029_wide.png,656.5696,461.4109,finfet,resolved,109.663,4.6309,plus,333.01,33.3,normal,13.488,0.0,1,2.45,8.52,24.69,stage_prior,1.442,9.585,33.68034597476319,9.767771710395207,0.0,0.59,10.92,0.15,7.93,physical,3010029
03010030,images/03010030_ref.png,images/03010030_wide.png,442.4734,484.7625,dram,aliased,40.221,0.8447,pad,313.48,31.35,normal,13.691,0.0,1,3.38,10.76,22.9,stage_prior,0.883,8.747,42.416876278414605,3.5692412914691465,0.0,2.69,5.88,0.09,7.83,physical,3010030
03010031,images/03010031_ref.png,images/03010031_wide.png,537.9004,781.7735,finfet,resolved,245.475,2.5138,pad,107.19,10.72,below_floor,2.398,0.0,1,3.35,10.14,44.7,stage_prior,1.335,18.502,43.12198704353432,2.921531959921615,0.0,1.12,3.51,0.6,6.18,physical,3010031
03010032,images/03010032_ref.png,images/03010032_wide.png,366.7453,434.1338,dram,coarse,43.373,2.0164,plus,400.0,40.0,normal,12.003,0.0,1,2.15,11.97,33.33,stage_prior,0.977,13.499,35.4765769062138,2.772934711290325,0.0,3.87,7.29,0.12,2.76,physical,3010032
03010033,images/03010033_ref.png,images/03010033_wide.png,449.5095,618.2532,dram,aliased,39.27,4.2722,plus,314.43,31.44,normal,15.668,0.0,1,3.09,10.42,20.07,uniform,1.159,7.388,40.5845281887708,3.6319041149787865,0.0,3.5,1.12,0.77,3.8,physical,3010033
03010034,images/03010034_ref.png,images/03010034_wide.png,492.1347,697.6918,finfet,coarse,53.701,1.4624,pad,265.39,26.54,normal,15.754,0.0,1,3.16,8.17,16.85,stage_prior,1.493,5.757,50.3848412100421,5.318985901046236,0.0,1.93,2.36,1.08,2.71,physical,3010034
03010035,images/03010035_ref.png,images/03010035_wide.png,539.5128,354.228,finfet,coarse,67.677,2.9207,plus,316.1,31.61,normal,15.073,0.0,1,3.48,10.91,20.97,stage_prior,1.192,7.827,45.458121017195815,12.274394434335466,0.0,0.73,11.54,1.48,0.79,physical,3010035
03010036,images/03010036_ref.png,images/03010036_wide.png,468.8148,433.7719,dram,resolved,115.851,1.7556,plus,192.76,19.28,hard,5.988,2479.4,49,3.15,7.6,32.19,stage_prior_periodic,1.114,12.994,34.39426065915404,7.397604201213146,0.0,2.65,0.4,1.28,4.07,physical,3010036
03010037,images/03010037_ref.png,images/03010037_wide.png,329.9847,483.5504,dram,resolved,226.437,1.5815,pad,400.0,40.0,normal,9.948,0.0,1,3.73,11.92,40.21,stage_prior,0.977,16.538,49.41069249461319,3.111208117843053,0.574,3.76,7.88,1.08,4.97,physical,3010037
03010038,images/03010038_ref.png,images/03010038_wide.png,407.1347,545.7324,dram,aliased,34.41,3.7362,plus,312.7,31.27,normal,13.642,0.0,1,3.13,9.48,22.92,stage_prior,1.082,8.758,45.937058135955716,3.8162060749814932,0.0,2.39,3.12,0.79,0.23,physical,3010038
03010039,images/03010039_ref.png,images/03010039_wide.png,661.8409,460.1293,finfet,coarse,43.523,1.6316,plus,231.79,23.18,hard,5.538,0.0,1,3.83,12.62,41.85,stage_prior,1.144,17.257,28.54743103113985,4.4470444375645455,0.221,1.8,13.68,0.34,0.31,physical,3010039
03010040,images/03010040_ref.png,images/03010040_wide.png,519.1137,475.7382,dram,coarse,57.998,2.0714,pad,319.57,31.96,normal,12.371,1599.3,121,2.29,8.54,25.83,stage_prior_periodic,0.948,10.114,49.861021720850914,3.6284093431640883,0.0,0.31,6.39,0.07,6.43,physical,3010040
03010041,images/03010041_ref.png,images/03010041_wide.png,444.5567,645.5019,finfet,aliased,33.003,2.4432,pad,45.34,4.53,below_floor,0.972,0.0,1,3.61,10.77,46.65,stage_prior,0.908,19.346,44.98275114109421,4.219283257710442,0.0,3.6,6.92,1.4,3.45,physical,3010041
03010042,images/03010042_ref.png,images/03010042_wide.png,734.0148,557.6992,dram,aliased,25.842,0.3026,plus,400.0,40.0,normal,12.176,0.0,1,3.64,12.19,32.85,stage_prior,1.05,13.287,29.60051922125935,10.275518194567557,0.043,2.43,0.24,1.29,2.61,physical,3010042
03010043,images/03010043_ref.png,images/03010043_wide.png,576.3166,517.4668,finfet,resolved,92.234,1.1312,pad,400.0,40.0,normal,8.751,3134.2,49,3.68,11.52,45.71,stage_prior_periodic,1.099,18.939,35.61908398139233,2.342616824295075,0.0,0.09,7.0,1.09,2.13,physical,3010043
03010044,images/03010044_ref.png,images/03010044_wide.png,418.5542,497.8141,finfet,aliased,24.739,2.4704,pad,128.4,12.84,hard,6.835,0.0,1,3.55,7.91,18.79,stage_prior,1.077,6.753,40.85298351657757,16.13007418617006,0.0,2.31,5.63,1.15,5.7,physical,3010044
03010045,images/03010045_ref.png,images/03010045_wide.png,664.5097,605.6795,dram,coarse,44.378,2.7448,plus,400.0,40.0,normal,9.009,0.0,1,1.84,11.21,44.4,stage_prior,1.201,18.37,35.34301453564604,2.265889225640623,1.582,1.81,12.97,0.38,6.15,physical,3010045
03010046,images/03010046_ref.png,images/03010046_wide.png,172.3014,684.234,finfet,resolved,309.387,3.7123,plus,400.0,40.0,normal,9.585,0.0,1,2.47,7.35,41.73,uniform,1.144,17.205,39.54815663969552,3.505522739536742,0.0,3.88,9.73,1.06,0.82,physical,3010046
03010047,images/03010047_ref.png,images/03010047_wide.png,909.6658,663.1602,dram,resolved,71.497,3.1247,plus,190.25,19.02,hard,5.103,0.0,1,2.71,11.28,37.28,uniform,1.058,15.249,28.057442094127,3.0491051119460724,0.912,0.67,10.07,0.33,6.14,physical,3010047
03010048,images/03010048_ref.png,images/03010048_wide.png,453.7445,460.7921,dram,resolved,169.232,1.9641,pad,215.42,21.54,hard,5.571,0.0,1,3.18,8.53,38.67,stage_prior,0.932,15.861,32.99264863214553,2.4359652207251714,0.932,2.01,2.39,0.07,5.8,physical,3010048
03010049,images/03010049_ref.png,images/03010049_wide.png,527.6544,420.0493,finfet,resolved,141.602,1.4653,pad,305.85,30.58,normal,11.204,1906.5,81,2.12,8.65,27.3,stage_prior_periodic,0.832,10.786,41.671638009854405,14.879276908787892,0.0,0.13,8.89,1.35,2.9,physical,3010049
03010050,images/03010050_ref.png,images/03010050_wide.png,365.6005,458.4206,dram,coarse,52.384,4.3717,plus,249.45,24.94,normal,15.93,0.0,1,2.56,9.57,15.66,stage_prior,1.585,5.117,38.812317859877226,4.225792534784629,0.714,2.0,11.9,1.41,6.92,physical,3010050
03010051,images/03010051_ref.png,images/03010051_wide.png,644.4692,273.2064,dram,coarse,45.962,4.0579,plus,400.0,40.0,normal,8.789,0.0,1,3.23,8.74,45.51,stage_prior,0.866,18.853,27.510768567276713,10.599547966885257,0.0,1.08,1.4,0.36,5.41,physical,3010051
03010052,images/03010052_ref.png,images/03010052_wide.png,262.9089,659.4912,dram,coarse,43.62,0.0392,plus,35.81,3.58,below_floor,0.802,0.0,1,3.0,7.08,44.63,stage_prior,0.994,18.469,31.220172357994947,3.3730439281535944,3.296,2.92,7.66,0.89,4.44,physical,3010052
03010053,images/03010053_ref.png,images/03010053_wide.png,608.0837,438.1713,dram,resolved,256.512,2.4318,plus,81.4,8.14,hard,5.547,2533.4,49,2.86,9.03,14.67,stage_prior_periodic,0.954,4.56,51.02400431464811,7.599022242492926,1.694,3.01,6.47,1.0,7.27,physical,3010053
03010054,images/03010054_ref.png,images/03010054_wide.png,512.943,668.6497,finfet,coarse,69.15,3.4554,pad,377.54,37.75,normal,8.378,0.0,1,1.81,7.22,45.06,stage_prior,0.989,18.658,56.55446784869788,7.541082553084665,0.0,0.34,8.76,0.76,3.43,physical,3010054
03010055,images/03010055_ref.png,images/03010055_wide.png,416.5683,521.4841,finfet,resolved,146.32,1.0832,plus,30.0,3.0,below_floor,1.122,3476.2,49,3.24,8.11,26.73,stage_prior_periodic,1.137,10.527,26.093731453617398,7.900753578471307,3.882,0.43,1.82,0.75,6.04,physical,3010055
03010056,images/03010056_ref.png,images/03010056_wide.png,502.7951,505.8873,finfet,resolved,131.822,0.0471,plus,276.99,27.7,normal,13.924,1049.6,225,3.77,12.64,19.89,stage_prior_periodic,0.969,7.303,39.58946312005848,4.106760051832147,0.0,3.41,7.35,0.4,1.13,physical,3010056
03010057,images/03010057_ref.png,images/03010057_wide.png,433.2197,475.472,finfet,resolved,178.594,2.1302,pad,114.15,11.41,hard,5.123,3565.6,25,3.69,9.19,22.28,stage_prior_periodic,0.933,8.455,28.634696192898154,3.949684681434708,0.0,2.65,1.64,1.37,2.51,physical,3010057
03010058,images/03010058_ref.png,images/03010058_wide.png,393.7916,436.3642,dram,aliased,33.265,3.3491,pad,355.45,35.55,normal,17.723,2918.3,49,3.78,11.98,20.06,stage_prior_periodic,0.812,7.382,33.27440258775831,9.90150197881221,0.0,3.15,10.3,1.07,6.2,physical,3010058
03010059,images/03010059_ref.png,images/03010059_wide.png,524.3663,478.0016,dram,coarse,58.246,0.2138,pad,400.0,40.0,normal,15.806,1058.9,225,3.15,9.81,25.31,stage_prior_periodic,1.029,9.871,45.67099579755043,2.936246199247545,3.095,2.49,4.53,0.09,5.32,physical,3010059
03010060,images/03010060_ref.png,images/03010060_wide.png,594.9532,773.9592,finfet,resolved,315.107,1.9796,plus,58.12,5.81,below_floor,1.426,0.0,1,2.86,11.09,40.77,stage_prior,1.359,16.782,44.933046309016866,6.759246486015724,2.472,1.02,10.44,1.22,4.99,physical,3010060
03010061,images/03010061_ref.png,images/03010061_wide.png,465.9154,587.624,dram,resolved,184.744,4.762,plus,319.65,31.97,normal,17.872,0.0,1,2.74,8.07,17.89,stage_prior,1.551,6.297,31.45226832529658,4.943508260799079,2.828,1.71,5.24,0.1,0.29,physical,3010061
03010062,images/03010062_ref.png,images/03010062_wide.png,639.2112,667.6559,finfet,resolved,220.041,2.3667,plus,270.99,27.1,normal,15.656,0.0,1,2.47,10.38,17.31,stage_prior,1.388,5.999,26.197129388932762,1.6770254436007468,2.897,0.5,2.14,0.05,2.53,physical,3010062
03010063,images/03010063_ref.png,images/03010063_wide.png,329.0273,663.7755,dram,aliased,40.178,2.1395,pad,400.0,40.0,normal,11.049,0.0,1,2.97,9.8,36.2,stage_prior,1.072,14.775,45.93639305237932,4.568251179378853,2.296,1.65,6.8,0.77,6.22,physical,3010063
03010064,images/03010064_ref.png,images/03010064_wide.png,645.1582,356.7182,dram,resolved,115.959,0.7459,plus,282.64,28.26,hard,7.536,0.0,1,3.65,10.33,37.51,uniform,1.344,15.35,47.7588967059141,3.186374376817056,1.126,3.7,4.9,0.85,7.0,physical,3010064
03010065,images/03010065_ref.png,images/03010065_wide.png,403.7984,568.8004,dram,resolved,286.629,1.7225,pad,400.0,40.0,normal,10.546,3998.3,25,3.66,7.84,37.93,stage_prior_periodic,1.333,15.536,29.097958866203953,3.5581304319553952,3.285,0.99,0.04,0.68,1.17,physical,3010065
03010066,images/03010066_ref.png,images/03010066_wide.png,405.0337,333.9606,dram,resolved,92.268,0.221,pad,400.0,40.0,normal,8.366,0.0,1,2.62,9.6,47.81,stage_prior,1.366,19.853,32.179955326239835,8.702550481275228,1.482,1.33,8.72,0.47,0.03,physical,3010066
03010067,images/03010067_ref.png,images/03010067_wide.png,524.4471,481.8466,dram,resolved,176.272,3.0366,plus,400.0,40.0,normal,8.666,0.0,1,3.56,11.27,46.16,stage_prior,1.563,19.133,43.45404590929651,4.084793239911065,0.0,3.41,1.75,0.96,6.76,physical,3010067
03010068,images/03010068_ref.png,images/03010068_wide.png,377.4009,675.3393,dram,resolved,231.919,1.0373,pad,254.92,25.49,normal,13.501,0.0,1,3.16,9.11,18.88,stage_prior,1.26,6.801,25.66967566872812,1.9660686160202812,1.117,3.16,6.0,0.13,0.53,physical,3010068
03010069,images/03010069_ref.png,images/03010069_wide.png,607.5253,539.1931,dram,resolved,295.898,4.3716,pad,257.68,25.77,normal,13.442,2855.9,49,2.01,9.89,19.17,stage_prior_periodic,0.91,6.945,52.18555791224061,3.2760986489076083,1.072,2.44,5.39,0.49,5.87,physical,3010069
03010070,images/03010070_ref.png,images/03010070_wide.png,493.7697,509.793,dram,aliased,26.041,4.0743,plus,400.0,40.0,normal,13.234,1605.2,121,2.19,11.02,30.23,stage_prior_periodic,1.257,12.112,46.325918212514345,7.019980591383842,2.897,2.1,0.57,0.43,5.6,physical,3010070
03010071,images/03010071_ref.png,images/03010071_wide.png,568.7771,452.2592,dram,resolved,210.206,2.1829,plus,362.14,36.21,normal,8.428,3543.6,25,2.58,7.22,42.97,stage_prior_periodic,1.402,17.744,28.03962991394008,1.968769629443891,1.776,2.12,12.21,1.04,1.98,physical,3010071
03010072,images/03010072_ref.png,images/03010072_wide.png,570.4084,701.5511,finfet,aliased,41.293,2.7846,pad,32.82,3.28,below_floor,1.149,0.0,1,3.16,7.29,28.55,stage_prior,1.494,11.357,48.20511876567586,6.808155524406183,0.0,1.35,2.45,0.17,0.32,physical,3010072
03010073,images/03010073_ref.png,images/03010073_wide.png,506.3401,501.9481,finfet,resolved,180.072,1.7376,plus,400.0,40.0,normal,10.529,1814.0,81,2.52,9.19,37.99,stage_prior_periodic,0.829,15.563,29.672856258361403,2.0022235760252878,2.911,3.34,13.36,0.01,0.27,physical,3010073
03010074,images/03010074_ref.png,images/03010074_wide.png,473.5002,505.0869,dram,coarse,53.529,0.2455,pad,176.97,17.7,normal,8.277,1521.8,121,2.1,9.01,21.38,stage_prior_periodic,1.548,8.024,52.456512114363186,7.9971278368719885,0.0,3.32,0.62,0.82,6.04,physical,3010074
03010075,images/03010075_ref.png,images/03010075_wide.png,513.0999,426.2722,dram,resolved,214.964,0.8823,plus,210.05,21.01,hard,6.653,2608.7,49,3.15,9.06,31.57,stage_prior_periodic,1.527,12.715,30.53565439392068,2.431294052234729,1.908,1.29,11.39,0.18,2.22,physical,3010075
03010076,images/03010076_ref.png,images/03010076_wide.png,541.0896,445.3399,finfet,resolved,183.782,0.8445,plus,400.0,40.0,normal,8.546,2306.0,81,2.19,8.74,46.81,stage_prior_periodic,1.129,19.416,38.76927160540939,4.752039798190207,0.0,1.92,4.43,1.07,4.38,physical,3010076
03010077,images/03010077_ref.png,images/03010077_wide.png,455.0988,535.9405,dram,resolved,279.002,0.5979,plus,400.0,40.0,normal,10.258,2384.6,49,2.15,7.68,39.0,stage_prior_periodic,1.18,16.005,33.566689758126,7.33989685853781,2.649,1.22,6.42,0.48,3.68,physical,3010077
03010078,images/03010078_ref.png,images/03010078_wide.png,486.7076,532.3218,finfet,coarse,64.292,4.0258,plus,162.98,16.3,hard,7.037,1813.5,81,2.54,12.57,23.16,stage_prior_periodic,1.329,8.871,37.21510365497201,2.696033365854895,3.513,1.24,10.63,0.57,0.66,physical,3010078
03010079,images/03010079_ref.png,images/03010079_wide.png,93.2337,353.3329,dram,resolved,75.212,2.2253,plus,333.14,33.31,normal,9.63,0.0,1,2.89,8.31,34.59,uniform,1.106,14.062,29.56350202386784,8.155591004969846,1.927,2.25,12.05,0.81,2.98,physical,3010079
03010080,images/03010080_ref.png,images/03010080_wide.png,396.6847,447.7656,dram,aliased,36.532,2.436,plus,30.0,3.0,below_floor,1.856,3383.3,49,3.37,11.91,16.17,stage_prior_periodic,0.953,5.395,44.673635809091316,3.3336491068991765,0.0,3.54,12.54,0.33,6.55,physical,3010080
03010081,images/03010081_ref.png,images/03010081_wide.png,525.0026,525.2606,finfet,resolved,235.809,3.8569,plus,251.64,25.16,normal,13.174,0.0,1,1.87,7.18,19.1,stage_prior,1.537,6.911,42.873676764096764,8.624992823105805,2.809,3.11,11.97,0.29,4.35,physical,3010081
03010082,images/03010082_ref.png,images/03010082_wide.png,453.1379,478.1784,dram,aliased,31.039,3.4584,plus,381.01,38.1,normal,13.411,2965.3,49,1.86,10.15,28.41,stage_prior_periodic,1.46,11.291,25.221038206231533,5.788032520568928,0.0,3.69,3.28,0.99,3.28,physical,3010082
03010083,images/03010083_ref.png,images/03010083_wide.png,383.7339,133.4208,finfet,resolved,112.234,2.8715,pad,149.79,14.98,hard,5.586,0.0,1,2.33,7.17,26.81,stage_prior,1.146,10.565,54.68127518342068,5.0933820646011325,0.47,0.72,1.89,0.05,7.57,physical,3010083
03010084,images/03010084_ref.png,images/03010084_wide.png,547.0751,520.3331,finfet,resolved,90.471,3.6974,plus,262.29,26.23,normal,16.933,0.0,1,3.06,8.12,15.49,stage_prior,0.811,5.023,28.594323842218127,2.283458472571014,0.0,3.08,10.09,1.36,5.68,physical,3010084
03010085,images/03010085_ref.png,images/03010085_wide.png,912.0342,287.6184,finfet,resolved,125.824,3.5041,pad,157.99,15.8,hard,5.41,0.0,1,2.22,9.09,29.2,stage_prior,0.8,11.65,47.95419672412993,3.293048211624774,3.551,3.05,0.33,1.44,6.97,physical,3010085
03010086,images/03010086_ref.png,images/03010086_wide.png,532.4265,487.7381,finfet,aliased,30.214,1.1157,pad,324.3,32.43,normal,15.572,1571.6,121,2.3,7.74,20.83,stage_prior_periodic,1.548,7.757,40.86621482865237,5.2525483185967925,0.0,1.1,9.55,0.05,5.89,physical,3010086
03010087,images/03010087_ref.png,images/03010087_wide.png,496.7428,500.0033,finfet,resolved,265.364,0.3394,plus,177.21,17.72,normal,9.49,1672.8,121,3.75,9.45,18.67,stage_prior_periodic,1.366,6.696,42.394129306915616,8.100000834493645,0.867,0.35,2.22,0.23,1.12,physical,3010087
03010088,images/03010088_ref.png,images/03010088_wide.png,421.374,419.6121,dram,resolved,94.343,4.2293,plus,208.49,20.85,hard,5.619,3376.8,49,3.47,10.99,37.1,stage_prior_periodic,1.103,15.171,54.236521283954644,3.707109122131541,3.063,0.43,11.47,0.06,7.01,physical,3010088
03010089,images/03010089_ref.png,images/03010089_wide.png,523.8569,479.4852,finfet,resolved,108.186,2.3627,plus,400.0,40.0,normal,13.754,1899.5,81,2.58,12.82,29.08,stage_prior_periodic,1.455,11.596,51.910673067905655,3.4266878048507583,1.475,3.31,5.73,0.7,4.46,physical,3010089
03010090,images/03010090_ref.png,images/03010090_wide.png,562.1448,397.1275,dram,resolved,207.547,4.1892,pad,400.0,40.0,normal,14.969,0.0,1,3.69,12.02,26.72,stage_prior,0.822,10.522,41.14948051506728,4.932828252990268,0.389,1.32,7.5,0.38,3.74,physical,3010090
